/c/en/ability_to_see_unicorns,/c/en/virginity
/c/en/abstract_thought,/c/en/higher_reasoning_ability
/c/en/achieve_enlightenment,/c/en/meditate
/c/en/achievement,/c/en/effort
/c/en/achieving_goals,/c/en/effort
/c/en/acordar,/c/en/abrir_os_olhos
/c/en/act_in_play,/c/en/actress
/c/en/act_in_play,/c/en/attend_auditions
/c/en/act_in_play,/c/en/audition
/c/en/act_in_play,/c/en/audition_for
/c/en/act_in_play,/c/en/audition_for_one
/c/en/act_in_play,/c/en/audition_for_part
/c/en/act_in_play,/c/en/become_actor
/c/en/act_in_play,/c/en/become_actress
/c/en/act_in_play,/c/en/capable_of_memorizing_lines
/c/en/act_in_play,/c/en/go_to_acting_class
/c/en/act_in_play,/c/en/go_to_audition
/c/en/act_in_play,/c/en/go_to_auditions
/c/en/act_in_play,/c/en/have_costume
/c/en/act_in_play,/c/en/join_actors_guild
/c/en/act_in_play,/c/en/join_drama_club
/c/en/act_in_play,/c/en/join_drama_society
/c/en/act_in_play,/c/en/join_theater_group
/c/en/act_in_play,/c/en/join_theatre_troupe
/c/en/act_in_play,/c/en/know_how_to_actor
/c/en/act_in_play,/c/en/know_lines
/c/en/act_in_play,/c/en/learn_lines
/c/en/act_in_play,/c/en/learn_part
/c/en/act_in_play,/c/en/learn_script
/c/en/act_in_play,/c/en/look_at_script
/c/en/act_in_play,/c/en/memorize_script
/c/en/act_in_play,/c/en/memorize_words_to_play
/c/en/act_in_play,/c/en/practice
/c/en/act_in_play,/c/en/practice_acting
/c/en/act_in_play,/c/en/pretend
/c/en/act_in_play,/c/en/purchase_towel
/c/en/act_in_play,/c/en/read_script
/c/en/act_in_play,/c/en/rehearse
/c/en/act_in_play,/c/en/rehearse_lines
/c/en/act_in_play,/c/en/study
/c/en/act_in_play,/c/en/study_lines
/c/en/act_in_play,/c/en/think
/c/en/act_in_play,/c/en/try_out
/c/en/act_in_play,/c/en/try_out_for_part
/c/en/act_in_play,/c/en/tryout_for_part
/c/en/act_in_play,/c/en/want_to_act_in_play
/c/en/acting,/c/en/expressive_face
/c/en/acting_in_play,/c/en/learning_lines_in_play
/c/en/acting_in_play,/c/en/makeup
/c/en/acting_in_play,/c/en/memorization
/c/en/acting_in_play,/c/en/other_people
/c/en/acting_in_play,/c/en/playing_role
/c/en/acting_in_play,/c/en/practicing_one's_lines
/c/en/acting_in_play,/c/en/projecting_voice
/c/en/acting_in_play,/c/en/putting_on_makeup
/c/en/acting_in_play,/c/en/remembering_lines
/c/en/acting_in_play,/c/en/script
/c/en/acting_in_play,/c/en/skills
/c/en/acting_in_play,/c/en/talent
/c/en/acting_well_in_play,/c/en/training
/c/en/activity,/c/en/energy
/c/en/add_up_column_of_numbers,/c/en/add_all_of_numbers_together
/c/en/add_up_column_of_numbers,/c/en/add_up_least_significant_digits
/c/en/add_up_column_of_numbers,/c/en/buy_spreadsheet
/c/en/add_up_column_of_numbers,/c/en/calculate_sum_of_numbers
/c/en/add_up_column_of_numbers,/c/en/count
/c/en/add_up_column_of_numbers,/c/en/count_numbers
/c/en/add_up_column_of_numbers,/c/en/find_calculator
/c/en/add_up_column_of_numbers,/c/en/find_numbers_sum
/c/en/add_up_column_of_numbers,/c/en/get_calculator
/c/en/add_up_column_of_numbers,/c/en/get_fucking_calculator
/c/en/add_up_column_of_numbers,/c/en/get_paper_and_pencil
/c/en/add_up_column_of_numbers,/c/en/go_to_school
/c/en/add_up_column_of_numbers,/c/en/know_1_1_2
/c/en/add_up_column_of_numbers,/c/en/know_how_to_add
/c/en/add_up_column_of_numbers,/c/en/know_mathematics
/c/en/add_up_column_of_numbers,/c/en/learn_arithmetic
/c/en/add_up_column_of_numbers,/c/en/learn_to_add
/c/en/add_up_column_of_numbers,/c/en/right_down
/c/en/add_up_column_of_numbers,/c/en/start_in_right
/c/en/add_up_column_of_numbers,/c/en/turn_on_calculator
/c/en/add_up_column_of_numbers,/c/en/use_calculator
/c/en/add_up_column_of_numbers,/c/en/use_computer
/c/en/add_up_column_of_numbers,/c/en/use_solar_powered_calculator
/c/en/add_up_numbers,/c/en/become_accountant
/c/en/add_up_numbers,/c/en/decide_which_numbers_to_add
/c/en/add_up_numbers,/c/en/do
/c/en/add_up_numbers,/c/en/do_like_2_2
/c/en/add_up_numbers,/c/en/eat_shit
/c/en/add_up_numbers,/c/en/get_calculator
/c/en/add_up_numbers,/c/en/get_caluculator
/c/en/add_up_numbers,/c/en/get_piece_of_paper
/c/en/add_up_numbers,/c/en/go_to_school
/c/en/add_up_numbers,/c/en/have_calculator
/c/en/add_up_numbers,/c/en/have_more_than_one_number
/c/en/add_up_numbers,/c/en/have_paper_and_pencil
/c/en/add_up_numbers,/c/en/know_basic_arithmetic
/c/en/add_up_numbers,/c/en/know_math
/c/en/add_up_numbers,/c/en/know_numbers
/c/en/add_up_numbers,/c/en/learn_mathematics
/c/en/add_up_numbers,/c/en/learn_to_add
/c/en/add_up_numbers,/c/en/learn_to_count
/c/en/add_up_numbers,/c/en/make_column
/c/en/add_up_numbers,/c/en/math_teacher
/c/en/add_up_numbers,/c/en/mathmatician
/c/en/add_up_numbers,/c/en/put_in_row_vertically
/c/en/add_up_numbers,/c/en/record
/c/en/add_up_numbers,/c/en/think
/c/en/add_up_numbers,/c/en/try_using_calculator
/c/en/add_up_numbers,/c/en/turn_on_calculator
/c/en/add_up_numbers,/c/en/use_abacus
/c/en/add_up_numbers,/c/en/use_calculator
/c/en/add_up_numbers,/c/en/write_down
/c/en/adding_up_column_of_numbers,/c/en/ability_to_conceive_numeric_value
/c/en/adding_up_column_of_numbers,/c/en/addition
/c/en/adding_up_column_of_numbers,/c/en/arithmetic_skill
/c/en/adding_up_column_of_numbers,/c/en/concentration
/c/en/adding_up_column_of_numbers,/c/en/knowledge_of_addition
/c/en/adding_up_column_of_numbers,/c/en/math
/c/en/adding_up_column_of_numbers,/c/en/math_skills
/c/en/adding_up_column_of_numbers,/c/en/mathematical_skills
/c/en/adding_up_column_of_numbers,/c/en/mathematics_skills
/c/en/adding_up_column_of_numbers,/c/en/maths
/c/en/adding_up_column_of_numbers,/c/en/nowlegeof_basic_arithmetic
/c/en/adding_up_column_of_numbers,/c/en/paper
/c/en/adding_up_column_of_numbers,/c/en/recognition_of_number_symbols
/c/en/adding_up_column_of_numbers,/c/en/skill
/c/en/adding_up_column_of_numbers,/c/en/spreadsheet
/c/en/adding_up_column_of_numbers,/c/en/thought
/c/en/adding_up_numbers,/c/en/addition
/c/en/adding_up_numbers,/c/en/calculator
/c/en/adding_up_numbers,/c/en/good_knowladge_of_math
/c/en/adding_up_numbers,/c/en/knowledge_of_numbers
/c/en/adding_up_numbers,/c/en/many_fingers_and_toes
/c/en/adding_up_numbers,/c/en/math_skills
/c/en/adding_up_numbers,/c/en/mathematic_skills
/c/en/adding_up_numbers,/c/en/thinking
/c/en/adding_up_numbers,/c/en/two_source_numbers
/c/en/advance_into_battle,/c/en/arm_yourself
/c/en/advance_into_battle,/c/en/believe_in_cause
/c/en/advance_into_battle,/c/en/bomb_enemy
/c/en/advance_into_battle,/c/en/clean_weapon
/c/en/advance_into_battle,/c/en/convince_people_battle_justified
